title,description,content_text,content_rich,dimension,indicators_code_names,indicators_names,further_references,contact_info,country,lang,show_author,version,created_at,created_by,updated_at,updated_by,survey_stoplight_dimension_id,application_id,organization_id,type,stoplight_type,dimensions_names,stoplight_types,original_lang
Diagnóstico para saber el estado de la autoestima,Preguntas de reflexión para participantes para entender el estado de su autoestima.,"El indicador de Confianza en sí mismo/a lee así:
Generalmente, me siento capacitado, y la mayor parte de las veces tengo un sentimiento de logro o frecuentemente 
Nuestro autoestima es importante a la hora de llegar a nuestras metas. Si pensamos que no podemos, no lo hacemos. 
CONSIDERACIONES PREVIAS PARA DESALLOLLAR LA INTERVENCION CON LA FAMILIA:
La familia tuvo que haber aplicado el semáforo y presentar niveles rojo o amarillo en el indicador45.La asesora debe conocer el contexto de la situación familiar para saber como plantear la solución.Desarrollar un breve análisis con las familias de las teorías que apuntan al origen del problema y las fuentes de influencia para la solución.La asesora tuvo que haber sensibilizado a la familia sobre el indicador 45 para plantear las tareas.MATERIALES NECESARIOS PARA TRABAJAR:
Papelógrafo con el tema desarrollado Hoja blancas y bolígrafos.Aquí la Fundación Paraguaya les presenta algunas preguntas para ver cómo esta tu autoestima. 
¿Cómo esta mi autoestima?
Responder con:
N = nunca AV = alguna vez BV = bastantes veces MV = muchas veces
Me hago reproches por las cosas que hago mal ___Tengo muchos problemas conmigo misma ___Pienso que soy un desastre , que todo lo hago mal ___Si me critican siento vergüenza __Suelo ocultar mi verdadera forma de ser __Tengo poca iniciativa __Tengo luchas conmigo misma ( inseguridad ) __Me dan miedo las dificultades y contrariedades __Me cuesta exponer mis ideas __Cuando me equivoco me siento mal conmigo misma __Trato de actuar agradando a los demás __Definición de autoestima: La autoestima es el grado de estima o afecto que nos tenemos a nosotras mismas.
Este sentimiento de afecto conlleva ideas relacionadas con el deseo del mayor bienestar posible. De este modo, poseer una ELEVADA AUTOESTIMA es importante para cuidar de una misma, respetarse y hacerse respetar por otros, dirigir la propia vida con seguridad en si misma.
TAREAS
Elijo tres opciones para mejorar.
Ejemplo:
Me hago reproches por las cosas que hago mal MV ( muchas veces )Entonces anoto en una hoja las veces que hago mal algo y de a poco voy evitando reprocharme por el error.Tengo poca iniciativa MV ( muchas veces ):Me ofrezco para realizar tareas en mi comité y anoto en una hoja las veces que lo hago.Me cuesta exponer mis ideas MV ( muchas veces)Hago un esfuerzo por dar mi opinión en las reuniones de mi comité y también anoto las veces que expuse mis ideas en las reuniones de mi comitéPLAZO PARA DESARROLLAR LA FICHA:
Fase 1 Sesión de 30 min / Sensibilización sobre el indicador 45.Fase 2 Seguimiento a las tareas asignadas.Para más información para elevar el autoestima: http://www.tvetacademy.org/es/poverty?view=displaylesson&amp;id=1355&amp;course=293&amp;job=63
","El indicador de Confianza en sí mismo/a lee así: Generalmente, me siento capacitado, y la mayor parte de las veces tengo un sentimiento de logro o frecuentemente Nuestro autoestima es importante a la hora de llegar a nuestras metas. Si pensamos que no podemos, no lo hacemos. CONSIDERACIONES PREVIAS PARA DESALLOLLAR LA INTERVENCION CON LA FAMILIA: La familia tuvo que haber aplicado el semáforo y presentar niveles rojo o amarillo en el indicador45. La asesora debe conocer el contexto de la situación familiar para saber como plantear la solución. Desarrollar un breve análisis con las familias de las teorías que apuntan al origen del problema y las fuentes de influencia para la solución. La asesora tuvo que haber sensibilizado a la familia sobre el indicador 45 para plantear las tareas. MATERIALES NECESARIOS PARA TRABAJAR: Papelógrafo con el tema desarrollado Hoja blancas y bolígrafos. Aquí la Fundación Paraguaya les presenta algunas preguntas para ver cómo esta tu autoestima. ¿Cómo esta mi autoestima? Responder con: N = nunca AV = alguna vez BV = bastantes veces MV = muchas veces Me hago reproches por las cosas que hago mal ___ Tengo muchos problemas conmigo misma ___ Pienso que soy un desastre , que todo lo hago mal ___ Si me critican siento vergüenza __ Suelo ocultar mi verdadera forma de ser __ Tengo poca iniciativa __ Tengo luchas conmigo misma ( inseguridad ) __ Me dan miedo las dificultades y contrariedades __ Me cuesta exponer mis ideas __ Cuando me equivoco me siento mal conmigo misma __ Trato de actuar agradando a los demás __ Definición de autoestima: La autoestima es el grado de estima o afecto que nos tenemos a nosotras mismas. Este sentimiento de afecto conlleva ideas relacionadas con el deseo del mayor bienestar posible. De este modo, poseer una ELEVADA AUTOESTIMA es importante para cuidar de una misma, respetarse y hacerse respetar por otros, dirigir la propia vida con seguridad en si misma. TAREAS Elijo tres opciones para mejorar. Ejemplo: Me hago reproches por las cosas que hago mal MV ( muchas veces ) Entonces anoto en una hoja las veces que hago mal algo y de a poco voy evitando reprocharme por el error. Tengo poca iniciativa MV ( muchas veces ): Me ofrezco para realizar tareas en mi comité y anoto en una hoja las veces que lo hago. Me cuesta exponer mis ideas MV ( muchas veces) Hago un esfuerzo por dar mi opinión en las reuniones de mi comité y también anoto las veces que expuse mis ideas en las reuniones de mi comité PLAZO PARA DESARROLLAR LA FICHA: Fase 1 Sesión de 30 min / Sensibilización sobre el indicador 45. Fase 2 Seguimiento a las tareas asignadas. Para más información para elevar el autoestima: http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1355&course=293&job=63",Interioridad y Motivación,{selfEsteem},{Autoestima},,http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1355&course=293&job=63,PY,es_PY,True,1,2021-06-09 16:40:42,vickyperoni,2021-06-09 16:41:05,vickyperoni,6.0,15,,FACILITATION,,"{""Interioridad y Motivación""}",,es_PY
Emprende en todo momento,Talleres de emprendedurismo dirigido a los colaboradores y a sus familias,"Hay mucha información y medios de aprender accesibles que al no ser promocionados, hacen que muchos pierdan la oportunidad de aprender y expandir conocimientos. 
En base a esto, la Fundación Paraguaya envía flyers y videos a los colaboradores durante el periodo del año para que se enteren de los diferentes cursos, talleres y charlas dirigidos a emprendimientos tanto económicos como sociales.
 
Para mas información: https://www.snpp.edu.py/ 
","Hay mucha información y medios de aprender accesibles que al no ser promocionados, hacen que muchos pierdan la oportunidad de aprender y expandir conocimientos. En base a esto, la Fundación Paraguaya envía flyers y videos a los colaboradores durante el periodo del año para que se enteren de los diferentes cursos, talleres y charlas dirigidos a emprendimientos tanto económicos como sociales . Para mas información: https://www.snpp.edu.py/",Interioridad y Motivación,{entrepreneurialSpirit},{Emprendedurismo},,kvaldez@fundacionparaguaya.prg.py   021 609 277  Karen Valdez,PY,es_PY,True,1,2020-10-01 15:14:52,vickyperoni,2021-01-19 19:31:33,vickyperoni,6.0,15,,FACILITATION,,"{""Interioridad y Motivación""}",,es_PY
Pasos para mantener los dientes sanos,Guía de acciones para tener dientes saludables,"Tener dientes sanos es importante para la comodidad y la higiene. Podemos evitar enfermedades e infecciones con una rutina de limpieza bucal. 
Por eso, la Fundación Paraguaya ofrece a través de TVET Academy una lista de acciones que tomar para lograr una boca saludable. 
Lo que deseamos lograr:
Los miembros de mi familia no tienen problemas de dentadura, o si los tienen están siendo atendidos apropiadamente.Propuesta de solución:
Dientes sanos consiste en la ausencia de enfermedades bucodentales que pueden ser causadas por infecciones, enfermedades de las encías, caries, pérdida de dientes y otras enfermedades y trastornos que limitan la capacidad de morder, masticar, sonreír y hablar, al tiempo que repercuten en su bienestar psicosocial.¿Cómo podemos tener unos dientes sanos?
Lavarnos por lo menos tres veces al día –después de desayunar, almorzar y antes de acostarnos por la noche.Después de comer cualquier alimento dulce.Cepillarnos todos los dientes, no solamente los que están delante y se ven más.Dedicamos un tiempo a los dientes laterales y a la cara interna de todos ellos.Dedicamos tiempo al lavado de los dientes, por lo menos tres minutos cada vez. ·Nuestro cepillo de dientes debe ser de cerdas suaves (en el envoltorio podremos leer si es suave, medio o duro).Cambiemos el cepillo de dientes cada tres meses.Usemos hilo dental, lo que es muy importante para mantener los dientes sanos.Deslizamos el hilo dental entre cada par de dientes adyacentes y a lo largo de la línea de las encías.El hilo permite eliminar los restos de alimentos ocultos y llegar adonde no puede llegar el cepillo de dientes por muy bien que uno se lave los dientes.También es importante que vayamos al dentista dos veces al año.Además de evaluar si tenemos caries o enfermedades que afectan a las encías, el dentista nos ayudará a mantener los dientes super limpios y tal vez nos enseñe a usar mejor el cepillo de dientes y el hilo dental.Para mantener los dientes sanos, debemos tener cuidado con lo que comamos o bebamos.Recordemos que la placa dental está siempre esperando a que llegue el preciado azúcar.Comamos abundante fruta y verdura y bebamos aguaPara más información: http://www.tvetacademy.org/media/com_courses/files/1891.indicador13dientessanos.pdf 
","Tener dientes sanos es importante para la comodidad y la higiene. Podemos evitar enfermedades e infecciones con una rutina de limpieza bucal. Por eso, la Fundación Paraguaya ofrece a través de TVET Academy una lista de acciones que tomar para lograr una boca saludable. Lo que deseamos lograr: Los miembros de mi familia no tienen problemas de dentadura, o si los tienen están siendo atendidos apropiadamente. Propuesta de solución: Dientes sanos consiste en la ausencia de enfermedades bucodentales que pueden ser causadas por infecciones, enfermedades de las encías, caries, pérdida de dientes y otras enfermedades y trastornos que limitan la capacidad de morder, masticar, sonreír y hablar, al tiempo que repercuten en su bienestar psicosocial. ¿Cómo podemos tener unos dientes sanos? Lavarnos por lo menos tres veces al día –después de desayunar, almorzar y antes de acostarnos por la noche. Después de comer cualquier alimento dulce. Cepillarnos todos los dientes, no solamente los que están delante y se ven más. Dedicamos un tiempo a los dientes laterales y a la cara interna de todos ellos. Dedicamos tiempo al lavado de los dientes, por lo menos tres minutos cada vez. · Nuestro cepillo de dientes debe ser de cerdas suaves (en el envoltorio podremos leer si es suave, medio o duro). Cambiemos el cepillo de dientes cada tres meses. Usemos hilo dental, lo que es muy importante para mantener los dientes sanos. Deslizamos el hilo dental entre cada par de dientes adyacentes y a lo largo de la línea de las encías. El hilo permite eliminar los restos de alimentos ocultos y llegar adonde no puede llegar el cepillo de dientes por muy bien que uno se lave los dientes. También es importante que vayamos al dentista dos veces al año. Además de evaluar si tenemos caries o enfermedades que afectan a las encías, el dentista nos ayudará a mantener los dientes super limpios y tal vez nos enseñe a usar mejor el cepillo de dientes y el hilo dental. Para mantener los dientes sanos, debemos tener cuidado con lo que comamos o bebamos. Recordemos que la placa dental está siempre esperando a que llegue el preciado azúcar. Comamos abundante fruta y verdura y bebamos agua Para más información: http://www.tvetacademy.org/media/com_courses/files/1891.indicador13dientessanos.pdf",Salud y Medio Ambiente,"{dentalCare,dentalAndEyesightCare}","{""Dientes sanos"",""Dientes y vista sana""}",,http://www.tvetacademy.org/media/com_courses/files/1891.indicador13dientessanos.pdf,PY,es_PY,True,1,2021-04-06 14:47:11,vickyperoni,,,2.0,15,,INDIVIDUAL,,"{""Salud y Medio Ambiente""}",,es_PY
🧠 Hospital de Luque (H2025N),"Como parte del Plan Sumar, el Hospital de Luque trabaja en redes de apoyo que ofrecen orientación y asistencia a las familias.","📄 En el flyer adjunto, encontrarás información más detallada.","📄 En el flyer adjunto, encontrarás información más detallada.",,{socialCapital},"{""Red de apoyo""}",,heroes@fundacionparaguaya.org.py,PY,es_PY,True,1,2025-12-01 10:47:27,heroesorg,,,,88,937.0,FACILITATION,,"{""Organización y Participación""}",{POVERTY},es_PY
Kit de oportunidad,Propuestas faciles para generar ingresos,"El ""Kit de Oportunidad"" es la base para varias diferentes intervenciones accionables por indiviuales que quieran expandir sus ingresos. En este kit, desarrollado por la Fundación Paraguaya, pueden encontrar propuestas fáciles de accionar para que las familias aprendan a generar ingresos. Con el:
Se presentan diferentes alternativas de negocio.Se ofrecen alternativas de Microfranquicias.Se capacitan a las familias (online, utilizamos WhatsApp u otras alternativas para contactar con las familias).Se identifican proveedores de la materia prima (comparamos y ofrecemos alternativas de costos que beneficien a las familias).Se realiza un plan de negocios y un presupuesto familiar.Se proponen estrategias de ventas y realizamos constante seguimiento.Los kits pueden incluir alternativas como huertas en casa, guias y materiales para vender articulos de limpieza, entre otros. 
Este kit brinda la opción de diversificar la fuente de ingresos de familias y ayuda al conocimiento sobre la generación de ingresos.
El kit puede ser comprado de la Fundación Paraguaya por una inversión de 60mil guaraníes. 
Interesados en replicar esta intervención deben de considerar el mercado del área así como la posibilidad de la comunidad cerca suyo. 
Asimismo, deben de considerar que kits pueden vender a un precio accesible para que el costo de iniciar dicho negocio no sea abrumador. 
En la Fundación Paraguaya, estos kits están disponibles en todas sus sucursales. El individuo puede acceder a ellos presentando su cédula de identidad y luego llenando un formulario. 
","El ""Kit de Oportunidad"" es la base para varias diferentes intervenciones accionables por indiviuales que quieran expandir sus ingresos. En este kit, desarrollado por la Fundación Paraguaya, pueden encontrar propuestas fáciles de accionar para que las familias aprendan a generar ingresos . Con el: Se presentan diferentes alternativas de negocio. Se ofrecen alternativas de Microfranquicias. Se capacitan a las familias (online, utilizamos WhatsApp u otras alternativas para contactar con las familias). Se identifican proveedores de la materia prima (comparamos y ofrecemos alternativas de costos que beneficien a las familias). Se realiza un plan de negocios y un presupuesto familiar. Se proponen estrategias de ventas y realizamos constante seguimiento. Los kits pueden incluir alternativas como huertas en casa, guias y materiales para vender articulos de limpieza, entre otros. Este kit brinda la opción de diversificar la fuente de ingresos de familias y ayuda al conocimiento sobre la generación de ingresos . El kit puede ser comprado de la Fundación Paraguaya por una inversión de 60mil guaraníes. Interesados en replicar esta intervención deben de considerar el mercado del área así como la posibilidad de la comunidad cerca suyo. Asimismo, deben de considerar que kits pueden vender a un precio accesible para que el costo de iniciar dicho negocio no sea abrumador. En la Fundación Paraguaya, estos kits están disponibles en todas sus sucursales. El individuo puede acceder a ellos presentando su cédula de identidad y luego llenando un formulario.",Ingreso y Empleo,{entrepreneurialSpirit},{Emprendedurismo},,Eri Yegros eyegros@fundacionparaguaya.org.py +595 985 516 842,PY,es_PY,True,1,2020-10-06 0:57:02,admin,2021-02-15 12:27:41,vickyperoni,1.0,15,,MANAGEMENT,,"{""Ingreso y Empleo""}",,es_PY
📄 Tu voz también genera cambios (H2025N),Contar con una vía formal para realizar pedidos o propuestas a instituciones públicas es clave para mejorar nuestra comunidad.,"Por eso, te presentamos un modelo de nota formal que podés utilizar para gestionar, solicitudes ante la Municipalidad, Gobernación u otras instituciones, por ejemplo, para el mejoramiento de caminos de acceso de todo tiempo.
🤝 ¡Participar es construir juntos el bienestar de todos!
📄 En el archivo adjunto encontraras el modelo de nota.","Por eso, te presentamos un modelo de nota formal que podés utilizar para gestionar, solicitudes ante la Municipalidad, Gobernación u otras instituciones , por ejemplo, para el mejoramiento de caminos de acceso de todo tiempo. 🤝 ¡Participar es construir juntos el bienestar de todos! 📄 En el archivo adjunto encontraras el modelo de nota.",,{influenceInPublicSector},{Incidencia},,heroes@fundacionparaguaya.org.py,PY,es_PY,True,1,2025-12-01 10:50:44,heroesorg,,,,88,937.0,FACILITATION,,"{""Organización y Participación""}",{POVERTY},es_PY
Transiciones de proyectos,"Ofrecemos apoyo y servicios de salud conductual a largo plazo para personas que tienen antecedentes de enfermedades mentales graves y desean un futuro significativo, viviendo en la comunidad en los términos que ellos definan.","Una comunidad terapéutica

En Project Transition no eres un paciente, eres miembro de una comunidad. No eres una estadística definida por una enfermedad mental crónica; usted es una persona con una afección persistente que puede aprender a funcionar, afrontarla y recuperarse con el entorno y las herramientas adecuados.

Cuando se le brinda un tratamiento para enfermedades mentales y un plan de recuperación centrado en los miembros, puede lograr que su vida valga la pena.

Project Transition utiliza un modelo de rehabilitación psiquiátrica, empleando un enfoque ""práctico"" para desarrollar habilidades de afrontamiento, ya sea a través del clásico ""Programa Tradicional"" (servicios residenciales de salud mental) o Servicios de Sistemas de Apoyo (SOS).

Con un tratamiento y un plan de recuperación centrados en la persona, usted puede lograr que su vida valga la pena.","Una comunidad terapéutica En Project Transition usted no es un paciente, es miembro de una comunidad. No eres una estadística definida por una enfermedad mental crónica; usted es una persona con una afección persistente que puede aprender a funcionar, afrontarla y recuperarse con el entorno y las herramientas adecuados. Cuando se le brinda un tratamiento para enfermedades mentales y un plan de recuperación centrado en los miembros, puede lograr que su vida valga la pena. Project Transition utiliza un modelo de rehabilitación psiquiátrica, empleando un enfoque ""práctico"" para desarrollar habilidades de afrontamiento, ya sea a través del clásico ""Programa Tradicional"" (servicios residenciales de salud mental) o Servicios de Sistemas de Apoyo (SOS). Con un tratamiento y un plan de recuperación centrados en la persona, usted puede lograr que su vida valga la pena.",,{accessToMentalHealthServices},"{""Mental health services""}",,"Get in Touch
Make a Provider Referral
Get Help for Yourself
Pennsylvania: 215-997-9959
Nashville: 615-526-1916
Knoxville: 865-309-5910
Wilmington, NC: 910-255-5721",US,es_PY,True,1,2025-12-15 19:38:40,bridge100_sbrookes_fa,,,,128,1282.0,MANAGEMENT,,"{""Health and Environment""}",{POVERTY},en_US
🌡️ Termómetro de la Autoestima (H2025N),Conocer tu nivel de autoestima es el primer paso para fortalecer tu confianza.,"Identificar cómo te sentís en distintas áreas de tu vida te ayuda a tomar decisiones más seguras y a potenciar tu bienestar emocional.
📄 En el flyer adjunto encontrarás información más detallada.",Identificar cómo te sentís en distintas áreas de tu vida te ayuda a tomar decisiones más seguras y a potenciar tu bienestar emocional. 📄 En el flyer adjunto encontrarás información más detallada.,,{selfEsteem},{Autoestima},,heroes@fundacionparaguaya.org.py,PY,es_PY,True,1,2025-12-01 11:01:30,heroesorg,,,,88,937.0,FACILITATION,,"{""Interioridad y Motivación""}",{POVERTY},es_PY
🟢 Técnica del semáforo para regular tus emociones (H2025N),"Aprender a identificar y manejar lo que sentimos es clave para mantener la calma y tomar mejores decisiones. Con la técnica del semáforo podrás frenar, pensar y actuar con mayor equilibrio.",📄 Más información en el flyer adjunto.,📄 Más información en el flyer adjunto.,,{emotionalIntelligence},"{""Bienestar emocional""}",,heroes@fundacionparaguaya.org.py,PY,es_PY,True,1,2025-12-01 11:55:40,heroesorg,,,,88,937.0,FACILITATION,,"{""Interioridad y Motivación""}",{POVERTY},es_PY
"Wichita, KS- Centro de Esperanza – Asistencia de Emergencia",Center of Hope ofrece asistencia de emergencia para el alquiler y los servicios públicos y un programa de bicicletas para apoyar la estabilidad de la vivienda y el acceso al transporte para las familias en Wichita.,"Elegibilidad

Center of Hope presta servicios a hogares en riesgo inminente de desalojo, corte de servicios públicos o falta de vivienda en Wichita y los condados circundantes.



Descripción

El Center of Hope brinda asistencia financiera de emergencia y administración de casos para ayudar a personas y familias a estabilizarse durante crisis de vivienda y servicios públicos. Los servicios incluyen asistencia de emergencia para el alquiler y los servicios públicos para evitar el desalojo o el corte, así como el Proyecto DESERVE, que ofrece asistencia eléctrica a los clientes elegibles de Evergy con servicio activo. Los hogares comienzan el proceso llamando a la línea de admisión, donde los voluntarios recopilan información y se aseguran de que los documentos requeridos estén disponibles para su revisión. Luego, un administrador de casos realiza un seguimiento para evaluar la situación, determinar la elegibilidad e identificar los próximos pasos, y a menudo brinda asistencia de inmediato cuando es posible. Center of Hope atiende a miles de hogares cada año y ha demostrado resultados sólidos en la prevención de la falta de vivienda y la repetición de crisis. Además del apoyo financiero, Center of Hope ofrece asistencia de transporte limitada a través de un programa de bicicletas para ayudar a las personas a acceder a oportunidades laborales y laborales. Los servicios se brindan con compasión, sin prejuicios y con un fuerte énfasis en la dignidad y la estabilidad a largo plazo.


Sitio web: https://www.centerofhopeinc.org/services-provided

Días y Horas:





Llamada de asistencia: lunes a viernes, de 9:00 a. m. a 12:00 p. m.



Aplicaciones: Aceptadas diariamente; asistencia financiera distribuida semanalmente



Programa de Bicicletas: Viernes a las 13:00 (disponibilidad limitada)","Elegibility Center of Hope presta servicios a hogares en riesgo inminente de desalojo, corte de servicios públicos o falta de vivienda en Wichita y los condados circundantes. Descripción El Center of Hope brinda asistencia financiera de emergencia y administración de casos para ayudar a personas y familias a estabilizarse durante crisis de vivienda y servicios públicos. Los servicios incluyen asistencia de emergencia para el alquiler y los servicios públicos para evitar el desalojo o el corte, así como el Proyecto DESERVE, que ofrece asistencia eléctrica a los clientes elegibles de Evergy con servicio activo. Los hogares comienzan el proceso llamando a la línea de admisión, donde los voluntarios recopilan información y se aseguran de que los documentos requeridos estén disponibles para su revisión. Luego, un administrador de casos realiza un seguimiento para evaluar la situación, determinar la elegibilidad e identificar los próximos pasos, y a menudo brinda asistencia de inmediato cuando es posible. Center of Hope atiende a miles de hogares cada año y ha demostrado resultados sólidos en la prevención de la falta de vivienda y la repetición de crisis. Además del apoyo financiero, Center of Hope ofrece asistencia de transporte limitada a través de un programa de bicicletas para ayudar a las personas a acceder a oportunidades laborales y laborales. Los servicios se brindan con compasión, sin prejuicios y con un fuerte énfasis en la dignidad y la estabilidad a largo plazo. Sitio web: https://www.centerofhopeinc.org/services-provided Días y horarios: Llame para obtener ayuda: de lunes a viernes, de 9:00 a. m. a 12:00 p. m. Solicitudes: se aceptan todos los días; asistencia financiera distribuida semanalmente Programa de bicicletas: viernes a la 1:00 p. m. (disponibilidad limitada)",,{utilities},"{""Basic Utilities""}",,"Primary Contact: Center of Hope Intake Team
Call for Assistance: 316-267-0222

Website: https://www.centerofhopeinc.org",US,es_PY,True,1,2026-01-28 21:11:43,salome_hubwichita,2026-01-28 21:12:23,salome_hubwichita,,109,,INDIVIDUAL,,"{""Housing and Infrastructure""}",{POVERTY},en_US
Introducción al presupuesto,Descripción de la importancia del ahorro y como comenzar uno.,"El indicador de presupuestos es importante ya que ayuda al ahorro, una práctica necesaria para poder costear gastos imprevistos u otros gustos. 
A través de la plataforma de aprendizaje TVET Academy, la Fundación Paraguaya ofrece una introducción a participantes interesados en planificar sus gastos. 
Lo que queremos lograr: 
Mi familia planifica su futuro económico y elabora un presupuesto mensual escrito, que utiliza y rige la economía permanentemente.¿Qué es un presupuesto familiar?
Un presupuesto familiar es un documento que recoge todos los ingresos y gastos en un periodo determinado, de forma sistemática y ordenada.Se trata de una relación detallada de la economía familiar y es la forma más eficaz de sacar todo el partido a tu dinero. Suelen hacerse presupuestos mensuales o anuales.¿Por qué es útil?
Gracias al presupuesto familiar tendrás una valiosa información sobre tus hábitos reales de consumo, podrás analizarlos de forma objetiva y tomar decisiones responsables en la planificación de tu futuro financiero.¿Por dónde empezar?
Antes de hacer tu presupuesto familiar, deberías hacerte algunas preguntas: Cuánto dinero ingresa y cuánto gasta tu familia cada mes.Si se consigue llegar con comodidad a fin de mes.Si se logra ahorrar y si existe un fondo de emergencia¿Por qué es necesario?
Hay muchas razones para elaborar un presupuesto, y cada familia puede tener las suyas, pero es especialmente útil para:Saber en qué gastas el dinero.Ajustarte a los que gastos que te puedes permitir.Priorizar los gastos realmente necesarios.Reducir o eliminar deudas.Ahorrar cierta cantidad de dinero cada mes.Contar con un fondo de emergencia, o aumentar el actual.Vivir sin sobresaltos económicos y hacer previsiones de futuro.  Detectar desajustes o consumos raros.Controlar las deudas.Reducir los conflictos familiares.Transmitir educación financiera a tus hijos¿Cómo lo hacemos? 
Hay que anotar todos los ingresos y gastos de la unidad familiar, detallando cuáles son los importes exactos y los estimados y teniendo en cuenta tanto los ingresos y gastos recurrentes como los ocasionales.Ingresos:
Es importante incluir todas las entradas de dinero, el más importante será el salario o los ingresos laborales, pero también un alquiler inmobiliario, intereses de cuentas o depósitos bancarios, una donación o un premio de Lotería.Gastos:
Incluye todas las salidas de dinero, desde el pago de la hipoteca o el alquiler, al café que tomas cada mañana.Se dividen en:Fijos: Aquellos gastos obligatorios y periódicos (mensuales, trimestrales, anuales...) y cuy0 monto difícilmente es modificable: hipoteca o alquiler, luz, agua, teléfono, comunidad de vecinos, seguros, colegios... Si no los pagas puntualmente, te exigirán un recargo y puedes tener problemas legales.Variables: Incluyen gastos necesarios, como la comida, el transporte o la ropa; gastos voluntarios, aquellos que hacemos pero de los que podríamos prescindir, como un viaje en pareja o una salida nocturna; y gastos imprevistos, que llegan inesperadamente y nos vemos obligados a atender, como una reparación del coche. 
Para más información: http://www.tvetacademy.org/es/poverty?view=displaylesson&amp;id=1341&amp;course=291&amp;job=63
","El indicador de presupuestos es importante ya que ayuda al ahorro, una práctica necesaria para poder costear gastos imprevistos u otros gustos. A través de la plataforma de aprendizaje TVET Academy, la Fundación Paraguaya ofrece una introducción a participantes interesados en planificar sus gastos. Lo que queremos lograr: Mi familia planifica su futuro económico y elabora un presupuesto mensual escrito, que utiliza y rige la economía permanentemente. ¿Qué es un presupuesto familiar? Un presupuesto familiar es un documento que recoge todos los ingresos y gastos en un periodo determinado, de forma sistemática y ordenada. Se trata de una relación detallada de la economía familiar y es la forma más eficaz de sacar todo el partido a tu dinero. Suelen hacerse presupuestos mensuales o anuales. ¿Por qué es útil? Gracias al presupuesto familiar tendrás una valiosa información sobre tus hábitos reales de consumo, podrás analizarlos de forma objetiva y tomar decisiones responsables en la planificación de tu futuro financiero. ¿Por dónde empezar? Antes de hacer tu presupuesto familiar, deberías hacerte algunas preguntas: Cuánto dinero ingresa y cuánto gasta tu familia cada mes. Si se consigue llegar con comodidad a fin de mes. Si se logra ahorrar y si existe un fondo de emergencia ¿Por qué es necesario? Hay muchas razones para elaborar un presupuesto, y cada familia puede tener las suyas, pero es especialmente útil para: Saber en qué gastas el dinero. Ajustarte a los que gastos que te puedes permitir. Priorizar los gastos realmente necesarios. Reducir o eliminar deudas. Ahorrar cierta cantidad de dinero cada mes. Contar con un fondo de emergencia, o aumentar el actual. Vivir sin sobresaltos económicos y hacer previsiones de futuro.  Detectar desajustes o consumos raros. Controlar las deudas. Reducir los conflictos familiares. Transmitir educación financiera a tus hijos ¿Cómo lo hacemos? Hay que anotar todos los ingresos y gastos de la unidad familiar, detallando cuáles son los importes exactos y los estimados y teniendo en cuenta tanto los ingresos y gastos recurrentes como los ocasionales. Ingresos: Es importante incluir todas las entradas de dinero, el más importante será el salario o los ingresos laborales, pero también un alquiler inmobiliario, intereses de cuentas o depósitos bancarios, una donación o un premio de Lotería. Gastos: Incluye todas las salidas de dinero, desde el pago de la hipoteca o el alquiler, al café que tomas cada mañana. Se dividen en: Fijos: Aquellos gastos obligatorios y periódicos (mensuales, trimestrales, anuales...) y cuy0 monto difícilmente es modificable: hipoteca o alquiler, luz, agua, teléfono, comunidad de vecinos, seguros, colegios... Si no los pagas puntualmente, te exigirán un recargo y puedes tener problemas legales. Variables: Incluyen gastos necesarios, como la comida, el transporte o la ropa; gastos voluntarios, aquellos que hacemos pero de los que podríamos prescindir, como un viaje en pareja o una salida nocturna; y gastos imprevistos, que llegan inesperadamente y nos vemos obligados a atender, como una reparación del coche. Para más información: http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1341&course=291&job=63",Educación y Cultura,{capacityToPlanAndBudget},{Presupuesto},,http://www.tvetacademy.org/es/poverty?view=displaylesson&id=1341&course=291&job=63,PY,es_PY,True,1,2021-04-14 16:07:25,vickyperoni,,,4.0,15,,INDIVIDUAL,,"{""Educación y Cultura""}",,es_PY
